yr,season,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
0,2,5,16,0,1,1,23.02,25,61,15,49,220,269
0,2,5,17,0,1,1,23.02,25,65,13,65,472,537
0,2,5,18,0,1,2,22.08,24,65,13,68,450,518
0,2,5,19,0,1,2,21.14,24,69,9,46,268,314
0,2,5,20,0,1,2,21.14,24,69,9,44,174,218
0,2,5,21,0,1,2,20.2,23,73,7,54,178,232
0,2,5,22,0,1,2,20.2,23,73,0,28,97,125
0,2,5,23,0,1,2,18.32,19,83,13,16,48,64
0,2,5,0,0,2,2,18.32,19,-1,15,0,16,16
0,2,5,1,0,2,2,18.32,19,78,17,0,14,14
0,2,5,2,0,2,2,18.32,19,-1,17,0,5,5
0,2,5,3,0,2,1,17.38,18,83,19,0,2,2
0,2,5,4,0,2,1,16.44,17,88,15,3,1,4
0,2,5,5,0,2,1,16.44,17,88,9,0,14,14
0,2,5,6,0,2,2,16.44,17,-1,11,7,102,109
0,2,5,7,0,2,2,17.38,18,88,15,17,248,265
0,2,5,8,0,2,2,18.32,19,83,19,24,435,459
0,2,5,9,0,2,2,20.2,22,78,24,29,157,186
0,2,5,10,0,2,2,22.08,24,69,24,36,91,127
0,2,5,11,0,2,2,23.02,25,65,22,20,120,140
0,2,5,12,0,2,2,23.96,26,61,33,48,169,217
0,2,5,13,0,2,2,24.9,27,58,41,50,144,194
0,2,5,14,0,2,2,24.9,27,58,35,36,122,158
0,2,5,15,0,2,2,24.9,27,58,30,37,117,154
0,2,5,16,0,2,1,25.84,28,54,31,46,225,271
0,2,5,17,0,2,1,24.9,27,54,31,53,464,517
0,2,5,18,0,2,1,24.9,27,48,28,59,485,544
0,2,5,19,0,2,1,23.96,26,57,24,42,323,365
0,2,5,20,0,2,1,23.02,25,61,13,28,262,290
0,2,5,21,0,2,2,22.08,25,61,30,42,183,225
0,2,5,22,0,2,2,19.26,20,60,26,14,99,113
0,2,5,23,0,2,2,18.32,19,68,22,12,50,62
0,2,5,0,0,3,3,16.44,17,77,11,5,22,27
0,2,5,1,0,3,3,15.5,16,82,19,1,6,7
0,2,5,2,0,3,3,15.5,16,82,19,0,4,4
0,2,5,3,0,3,3,11.74,12,88,35,0,1,1
0,2,5,4,0,3,3,9.86,10,94,22,1,2,3
0,2,5,5,0,3,3,8.92,6,87,22,1,8,9
0,2,5,6,0,3,3,7.98,4,-1,26,0,21,21
0,2,5,7,0,3,3,7.98,4,93,24,6,46,52
0,2,5,8,0,3,3,7.98,4,93,26,5,74,79
0,2,5,9,0,3,3,7.98,4,93,24,5,35,40
0,2,5,10,0,3,2,7.98,5,93,19,5,26,31
0,2,5,11,0,3,1,10.8,11,82,22,3,69,72
0,2,5,12,0,3,2,12.68,13,62,24,19,105,124
0,2,5,13,0,3,2,13.62,14,59,30,15,128,143
0,2,5,14,0,3,1,15.5,16,51,26,13,94,107
0,2,5,15,0,3,1,14.56,15,-1,28,22,107,129
0,2,5,16,0,3,1,15.5,16,45,31,22,173,195
0,2,5,17,0,3,1,10.8,11,71,17,22,388,410
0,2,5,18,0,3,1,11.74,12,67,17,29,367,396
0,2,5,19,0,3,1,11.74,12,58,24,30,266,296
0,2,5,20,0,3,1,10.8,11,62,22,17,174,191
0,2,5,21,0,3,1,10.8,11,-1,11,17,133,150
0,2,5,22,0,3,1,9.86,10,62,15,9,80,89
0,2,5,23,0,3,1,8.92,7,62,15,8,49,57
0,2,5,0,0,4,1,8.92,7,66,13,4,23,27
0,2,5,1,0,4,1,7.98,6,-1,13,4,6,10
0,2,5,2,0,4,1,7.98,5,-1,15,1,4,5
0,2,5,3,0,4,1,7.98,5,66,17,0,4,4
0,2,5,4,0,4,1,7.98,5,66,17,4,3,7
0,2,5,5,0,4,1,7.98,5,66,17,1,29,30
0,2,5,6,0,4,1,7.98,5,66,17,3,86,89
0,2,5,7,0,4,1,9.86,10,58,17,16,255,271
0,2,5,8,0,4,1,11.74,12,50,17,25,415,440
0,2,5,9,0,4,1,13.62,14,44,19,20,164,184
0,2,5,10,0,4,1,15.5,16,39,19,30,98,128
0,2,5,11,0,4,1,16.44,17,36,30,43,105,148
0,2,5,12,0,4,1,16.44,17,34,24,27,169,196
0,2,5,13,0,4,1,17.38,18,30,39,50,142,192
0,2,5,14,0,4,1,17.38,18,28,30,19,135,154
0,2,5,15,0,4,1,18.32,19,26,33,27,120,147
0,2,5,16,0,4,1,19.26,20,24,28,36,233,269
0,2,5,17,0,4,1,18.32,19,26,26,66,467,533
0,2,5,18,0,4,1,18.32,19,26,19,64,456,520
0,2,5,19,0,4,1,17.38,18,28,15,56,305,361
0,2,5,20,0,4,1,15.5,16,34,11,33,225,258
0,2,5,21,0,4,1,15.5,16,36,13,39,141,180
0,2,5,22,0,4,1,14.56,15,39,13,30,135,165
0,2,5,23,0,4,1,13.62,14,41,13,16,99,115
0,2,5,0,0,5,1,12.68,13,44,11,13,43,56
0,2,5,1,0,5,1,10.8,11,62,11,8,24,32
0,2,5,2,0,5,1,9.86,10,-1,7,1,15,16
0,2,5,3,0,5,1,8.92,8,71,7,3,6,9
0,2,5,4,0,5,1,8.92,8,71,7,0,1,1
0,2,5,5,0,5,1,7.98,7,-1,7,0,16,16
0,2,5,6,0,5,1,8.92,8,81,6,8,74,82
0,2,5,7,0,5,1,10.8,11,82,0,20,202,222
0,2,5,8,0,5,1,11.74,12,77,17,35,415,450
0,2,5,9,0,5,1,13.62,14,67,19,27,161,188
0,2,5,10,0,5,2,17.38,18,49,22,30,97,127
0,2,5,11,0,5,2,17.38,18,49,22,42,123,165
0,2,5,12,0,5,1,18.32,19,49,24,48,198,246
0,2,5,13,0,5,1,19.26,20,40,22,71,182,253
0,2,5,14,0,5,1,20.2,25,40,30,86,127,213
0,2,5,15,0,5,1,20.2,25,-1,26,89,171,260
0,2,5,16,0,5,1,20.2,25,40,17,82,262,344
0,2,5,17,0,5,1,19.26,20,40,24,83,470,553
0,2,5,18,0,5,3,17.38,18,52,24,85,385,470
0,2,5,19,0,5,3,17.38,18,52,24,39,253,292
0,2,5,20,0,5,1,16.44,17,48,7,29,161,190
0,2,5,21,0,5,1,14.56,15,67,9,22,130,152
0,2,5,22,0,5,1,13.62,14,-1,15,46,105,151
0,2,5,23,0,5,1,12.68,13,82,9,27,93,120
0,2,5,0,0,6,1,11.74,12,82,9,10,76,86
0,2,5,1,0,6,1,11.74,12,-1,7,8,50,58
0,2,5,2,0,6,1,11.74,12,-1,6,5,47,52
0,2,5,3,0,6,1,11.74,12,77,6,9,9,18
0,2,5,4,0,6,1,10.8,11,82,7,1,4,5
0,2,5,5,0,6,1,13.62,14,59,9,4,3,7
0,2,5,6,0,6,1,11.74,12,77,6,1,12,13
0,2,5,7,0,6,1,14.56,15,59,0,8,32,40
0,2,5,8,0,6,1,16.44,17,52,13,19,96,115
0,2,5,9,0,6,1,17.38,18,49,19,54,164,218
0,2,5,10,0,6,1,18.32,19,49,20,90,208,298
0,2,5,11,0,6,1,18.32,19,43,0,132,215,347
0,2,5,12,0,6,1,20.2,25,40,13,129,244,373
0,2,5,13,0,6,1,20.2,25,35,19,196,240,436
0,2,5,14,0,6,3,20.2,25,35,11,143,235,378
0,2,5,15,0,6,1,20.2,25,38,17,148,230,378
0,2,5,16,0,6,1,20.2,25,38,13,119,223,342
0,2,5,17,0,6,1,19.26,20,-1,15,138,216,354
0,2,5,18,0,6,1,19.26,20,-1,11,114,175,289
0,2,5,19,0,6,1,18.32,19,-1,13,88,179,267
0,2,5,20,0,6,1,18.32,19,43,9,82,137,219
0,2,5,21,0,6,1,17.38,18,49,15,58,124,182
0,2,5,22,0,6,1,17.38,18,49,13,26,94,120
0,2,5,23,0,6,1,15.5,16,59,7,30,89,119
0,2,5,0,0,0,2,15.5,16,59,7,22,78,100
0,2,5,1,0,0,2,16.44,17,55,0,8,56,64
0,2,5,2,0,0,1,14.56,15,63,0,17,42,59
0,2,5,3,0,0,1,13.62,14,72,6,10,21,31
0,2,5,4,0,0,1,11.74,12,82,0,2,8,10
0,2,5,5,0,0,2,12.68,13,77,0,0,5,5
0,2,5,6,0,0,2,12.68,13,82,0,2,4,6
0,2,5,7,0,0,2,13.62,14,82,0,8,15,23
0,2,5,8,0,0,1,16.44,17,63,9,28,58,86
0,2,5,9,0,0,1,18.32,19,52,15,48,112,160
0,2,5,10,0,0,1,19.26,20,49,9,91,153,244
0,2,5,11,0,0,1,19.26,20,49,6,142,198,340
0,2,5,12,0,0,1,20.2,25,46,6,139,243,382
0,2,5,13,0,0,1,20.2,25,49,9,166,224,390
0,2,5,14,0,0,1,20.2,25,49,0,126,240,366
0,2,5,15,0,0,1,20.2,25,-1,0,128,230,358
0,2,5,16,0,0,1,20.2,25,46,7,122,263,385
0,2,5,17,0,0,3,19.26,20,49,19,106,245,351
0,2,5,18,0,0,1,19.26,20,49,0,63,205,268
0,2,5,19,0,0,1,18.32,19,64,0,61,178,239
0,2,5,20,0,0,1,16.44,17,77,9,42,132,174
0,2,5,21,0,0,1,16.44,17,77,6,32,95,127
0,2,5,22,0,0,1,15.5,16,88,6,29,86,115
0,2,5,23,0,0,1,13.62,14,88,6,9,41,50
0,2,5,0,0,1,1,13.62,14,82,6,31,22,53
0,2,5,1,0,1,1,12.68,13,88,0,25,8,33
0,2,5,2,0,1,1,12.68,13,94,0,6,2,8
0,2,5,3,0,1,1,13.62,14,82,6,0,7,7
0,2,5,4,0,1,1,11.74,12,82,11,0,4,4
0,2,5,5,0,1,1,11.74,12,-1,11,0,23,23
0,2,5,6,0,1,1,12.68,13,72,17,2,87,89
0,2,5,7,0,1,1,14.56,15,63,17,16,221,237
0,2,5,8,0,1,1,16.44,17,55,15,23,351,374
0,2,5,9,0,1,1,17.38,18,56,11,36,142,178
0,2,5,10,0,1,1,18.32,19,52,13,24,95,119
0,2,5,11,0,1,1,20.2,25,46,15,26,99,125
0,2,5,12,0,1,1,20.2,25,43,13,35,160,195
0,2,5,13,0,1,1,21.14,25,38,19,36,138,174
0,2,5,14,0,1,1,21.14,25,41,15,44,118,162
0,2,5,15,0,1,1,21.14,25,41,15,51,148,199
0,2,5,16,0,1,1,22.08,25,38,15,49,255,304
0,2,5,17,0,1,1,21.14,25,-1,17,59,539,598
0,2,5,18,0,1,1,21.14,25,38,20,66,458,524
0,2,5,19,0,1,1,19.26,20,43,13,45,339,384
0,2,5,20,0,1,1,17.38,18,49,13,25,214,239
0,2,5,21,0,1,1,16.44,17,59,9,28,128,156
0,2,5,22,0,1,1,16.44,17,68,6,21,95,116
0,2,5,23,0,1,1,15.5,16,68,6,16,45,61
0,2,5,0,0,2,1,14.56,15,63,0,6,12,18
0,2,5,1,0,2,1,13.62,14,59,6,3,12,15
0,2,5,2,0,2,1,12.68,13,58,9,1,4,5
0,2,5,3,0,2,1,12.68,13,54,13,1,3,4
0,2,5,4,0,2,1,11.74,12,62,17,0,2,2
0,2,5,5,0,2,1,10.8,11,66,15,1,28,29
0,2,5,6,0,2,1,11.74,12,67,9,9,103,112
0,2,5,7,0,2,2,12.68,13,62,9,13,301,314
0,2,5,8,0,2,2,15.5,16,51,7,28,397,425
0,2,5,9,0,2,2,16.44,17,48,7,29,176,205
0,2,5,10,0,2,2,18.32,19,-1,6,27,100,127
0,2,5,11,0,2,2,18.32,19,43,9,17,108,125
0,2,5,12,0,2,2,20.2,25,38,0,47,170,217
0,2,5,13,0,2,2,21.14,25,38,17,50,152,202
0,2,5,14,0,2,2,21.14,25,33,0,42,134,176
0,2,5,15,0,2,2,22.08,25,33,6,28,152,180
0,2,5,16,0,2,1,23.02,25,31,7,56,271,327
0,2,5,17,0,2,1,22.08,25,-1,0,79,532,611
0,2,5,18,0,2,1,22.08,25,29,9,70,480,550
0,2,5,19,0,2,1,20.2,25,43,15,69,365,434
0,2,5,20,0,2,1,17.38,18,-1,9,50,241,291
0,2,5,21,0,2,1,17.38,18,52,0,30,173,203
0,2,5,22,0,2,1,16.44,17,55,7,29,121,150
0,2,5,23,0,2,2,16.44,17,59,9,9,72,81
0,2,5,0,0,3,2,16.44,17,55,9,8,30,38
0,2,5,1,0,3,2,15.5,16,59,7,4,16,20
0,2,5,2,0,3,1,16.44,17,59,0,6,4,10
0,2,5,3,0,3,1,15.5,16,63,15,0,3,3
0,2,5,4,0,3,2,14.56,15,88,9,0,2,2
0,2,5,5,0,3,1,13.62,14,88,9,0,20,20
0,2,5,6,0,3,1,13.62,14,-1,9,6,93,99
0,2,5,7,0,3,1,14.56,15,72,13,25,293,318
0,2,5,8,0,3,1,14.56,15,77,17,21,421,442
0,2,5,9,0,3,1,16.44,17,72,9,21,182,203
0,2,5,10,0,3,1,17.38,18,68,6,30,124,154
0,2,5,11,0,3,1,18.32,19,-1,6,18,123,141
0,2,5,12,0,3,1,20.2,25,56,0,41,185,226
0,2,5,13,0,3,1,21.14,25,50,0,36,157,193
0,2,5,14,0,3,1,21.14,25,-1,6,36,141,177
0,2,5,15,0,3,1,22.08,25,-1,0,48,131,179
0,2,5,16,0,3,1,23.02,25,-1,0,49,240,289
0,2,5,17,0,3,1,22.08,25,47,7,17,242,259
0,2,5,18,0,3,1,21.14,25,50,20,40,234,274
0,2,5,19,0,3,1,18.32,19,-1,9,60,341,401
0,2,5,20,0,3,1,17.38,18,64,9,28,245,273
0,2,5,21,0,3,1,17.38,18,60,0,32,202,234
0,2,5,22,0,3,1,15.5,16,72,17,12,134,146
0,2,5,23,0,3,1,13.62,14,88,17,12,69,81
0,2,5,0,0,4,2,13.62,14,88,15,5,39,44
0,2,5,1,0,4,1,13.62,14,88,15,1,16,17
0,2,5,2,0,4,1,12.68,13,-1,13,1,14,15
0,2,5,3,0,4,1,12.68,13,88,9,0,5,5
0,2,5,4,0,4,1,11.74,12,-1,0,1,5,6
0,2,5,5,0,4,1,11.74,12,94,9,2,27,29
0,2,5,6,0,4,1,12.68,13,88,0,9,103,112
0,2,5,7,0,4,1,13.62,14,88,9,14,283,297
0,2,5,8,0,4,1,14.56,15,-1,13,27,394,421
0,2,5,9,0,4,2,15.5,16,77,19,21,191,212
0,2,5,10,0,4,2,17.38,18,68,15,28,119,147
0,2,5,11,0,4,1,19.26,20,-1,15,43,136,179
0,2,5,12,0,4,1,19.26,20,60,15,43,164,207
0,2,5,13,0,4,2,21.14,25,-1,20,48,170,218
0,2,5,14,0,4,2,21.14,24,61,15,43,148,191
0,2,5,15,0,4,2,22.08,25,53,17,54,163,217
0,2,5,16,0,4,2,22.08,25,-1,17,50,238,288
0,2,5,17,0,4,2,22.08,25,57,13,54,540,594
0,2,5,18,0,4,1,21.14,24,69,15,64,463,527
0,2,5,19,0,4,2,20.2,24,64,13,59,305,364
0,2,5,20,0,4,1,20.2,24,64,13,56,220,276
0,2,5,21,0,4,1,18.32,19,83,9,31,192,223
0,2,5,22,0,4,1,17.38,18,83,13,25,147,172
0,2,5,23,0,4,2,17.38,18,77,13,16,87,103
0,2,5,0,0,5,2,16.44,17,83,11,6,46,52
0,2,5,1,0,5,1,16.44,17,83,11,5,15,20
0,2,5,2,0,5,2,15.5,16,88,9,3,8,11
0,2,5,3,0,5,2,15.5,16,88,9,2,2,4
0,2,5,4,0,5,3,15.5,16,-1,11,2,3,5
0,2,5,5,0,5,2,15.5,16,88,13,1,24,25
0,2,5,6,0,5,3,15.5,16,88,9,6,76,82
0,2,5,7,0,5,3,15.5,16,88,11,16,141,157
0,2,5,8,0,5,2,15.5,16,88,13,26,361,387
0,2,5,9,0,5,2,15.5,16,88,13,18,215,233
0,2,5,10,0,5,2,16.44,17,83,9,31,99,130
0,2,5,11,0,5,2,16.44,17,83,11,56,90,146
0,2,5,12,0,5,2,16.44,17,88,13,53,170,223
0,2,5,13,0,5,2,16.44,17,88,26,69,157,226
0,2,5,14,0,5,2,16.44,17,87,19,70,120,190
0,2,5,15,0,5,2,16.44,17,88,11,56,142,198
0,2,5,16,0,5,2,16.44,17,88,9,44,256,300
0,2,5,17,0,5,3,16.44,17,-1,11,62,429,491
0,2,5,18,0,5,3,16.44,17,88,11,39,359,398
0,2,5,19,0,5,2,16.44,17,83,13,25,245,270
0,2,5,20,0,5,2,16.44,17,83,9,22,130,152
0,2,5,21,0,5,2,16.44,17,84,11,24,130,154
0,2,5,22,0,5,2,16.44,17,83,15,25,107,132
0,2,5,23,0,5,3,15.5,16,-1,11,31,88,119
0,2,5,0,0,6,2,15.5,16,88,9,24,78,102
0,2,5,1,0,6,2,15.5,16,88,9,18,64,82
0,2,5,2,0,6,2,15.5,16,88,9,15,37,52
0,2,5,3,0,6,2,15.5,16,-1,9,5,30,35
0,2,5,4,0,6,2,15.5,16,82,11,1,4,5
0,2,5,5,0,6,2,15.5,16,82,7,7,7,14
0,2,5,6,0,6,2,15.5,16,88,7,2,9,11
0,2,5,7,0,6,3,14.56,15,-1,0,4,28,32
0,2,5,8,0,6,3,15.5,16,94,0,16,72,88
0,2,5,9,0,6,2,16.44,17,94,6,14,86,100
0,2,5,10,0,6,2,16.44,17,94,11,34,133,167
0,2,5,11,0,6,2,16.44,17,94,9,72,207,279
0,2,5,12,0,6,3,16.44,17,100,6,75,204,279
0,2,5,13,0,6,3,16.44,17,100,6,68,180,248
0,2,5,14,0,6,2,17.38,18,94,9,57,159,216
0,2,5,15,0,6,2,17.38,18,-1,11,73,221,294
0,2,5,16,0,6,2,17.38,18,94,13,107,188,295
0,2,5,17,0,6,2,18.32,19,88,13,78,194,272
0,2,5,18,0,6,2,18.32,19,-1,15,88,216,304
0,2,5,19,0,6,3,17.38,18,94,9,69,179,248
0,2,5,20,0,6,3,17.38,18,94,9,42,115,157
0,2,5,21,0,6,3,17.38,18,94,15,15,44,59
0,2,5,22,0,6,3,17.38,18,94,11,7,19,26
0,2,5,23,0,6,3,16.44,17,100,13,11,33,44
0,2,5,0,0,0,2,16.44,17,100,0,5,34,39
0,2,5,1,0,0,2,16.44,17,100,7,4,43,47
0,2,5,2,0,0,2,16.44,17,100,9,13,37,50
0,2,5,3,0,0,2,16.44,17,100,0,11,21,32
0,2,5,4,0,0,2,16.44,17,-1,0,5,8,13
0,2,5,5,0,0,3,16.44,17,100,7,3,11,14
0,2,5,6,0,0,2,16.44,17,100,9,3,14,17
0,2,5,7,0,0,2,16.44,17,100,9,4,38,42
0,2,5,8,0,0,2,17.38,18,-1,9,24,46,70
0,2,5,9,0,0,1,19.26,20,83,17,36,98,134
0,2,5,10,0,0,1,19.26,20,83,15,73,153,226
0,2,5,11,0,0,1,20.2,22,78,15,120,202,322
0,2,5,12,0,0,1,21.14,23,73,20,120,247,367
0,2,5,13,0,0,1,21.14,23,73,19,195,261,456
0,2,5,14,0,0,1,22.08,24,73,13,183,254,437
0,2,5,15,0,0,1,23.02,25,-1,17,206,253,459
0,2,5,16,0,0,1,22.08,24,69,17,158,282,440
0,2,5,17,0,0,3,18.32,19,78,24,137,255,392
0,2,5,18,0,0,1,18.32,19,78,17,60,177,237
0,2,5,19,0,0,1,18.32,19,83,7,78,153,231
0,2,5,20,0,0,1,17.38,18,88,0,53,138,191
0,2,5,21,0,0,1,17.38,18,88,0,44,107,151
0,2,5,22,0,0,1,18.32,19,83,0,29,88,117
0,2,5,23,0,0,1,17.38,18,88,15,18,51,69
0,2,5,0,0,1,1,16.44,17,94,7,17,21,38
0,2,5,1,0,1,1,16.44,17,94,9,6,8,14
0,2,5,2,0,1,1,15.5,16,100,6,4,9,13
0,2,5,3,0,1,1,15.5,16,94,11,1,3,4
0,2,5,4,0,1,1,15.5,16,-1,9,1,5,6
0,2,5,5,0,1,1,15.5,16,93,13,1,20,21
0,2,5,6,0,1,1,16.44,17,88,11,11,93,104
0,2,5,7,0,1,1,16.44,17,83,19,27,245,272
0,2,5,8,0,1,1,18.32,19,-1,20,28,366,394
0,2,5,9,0,1,1,20.2,23,69,13,38,156,194
0,2,5,10,0,1,1,21.14,24,65,6,37,75,112
0,2,5,11,0,1,1,22.08,25,57,0,56,129,185
0,2,5,12,0,1,1,23.02,25,54,6,72,137,209
0,2,5,13,0,1,1,23.96,26,51,0,61,153,214
0,2,5,14,0,1,1,23.96,26,-1,0,76,117,193
0,2,5,15,0,1,1,25.84,28,51,0,55,110,165
0,2,5,16,0,1,3,20.2,22,78,17,45,181,226
0,2,5,17,0,1,1,19.26,20,88,15,47,227,274
0,2,5,18,0,1,3,19.26,20,83,13,55,398,453
0,2,5,19,0,1,1,19.26,20,83,17,36,272,308
0,2,5,20,0,1,1,19.26,20,-1,0,31,167,198
0,2,5,21,0,1,1,19.26,20,83,0,28,149,177
0,2,5,22,0,1,1,18.32,19,88,6,22,105,127
0,2,5,23,0,1,1,18.32,19,88,6,18,39,57
0,2,5,0,0,2,2,18.32,19,88,0,13,18,31
0,2,5,1,0,2,3,18.32,19,88,0,7,6,13
0,2,5,2,0,2,3,18.32,19,88,0,4,4,8
0,2,5,3,0,2,3,17.38,18,94,17,1,3,4
0,2,5,4,0,2,3,17.38,18,94,17,2,2,4
0,2,5,5,0,2,3,16.44,17,94,17,0,22,22
0,2,5,6,0,2,3,16.44,17,94,17,0,49,49
0,2,5,7,0,2,2,16.44,17,-1,17,13,138,151
0,2,5,8,0,2,2,16.44,17,94,20,22,325,347
0,2,5,9,0,2,2,17.38,18,-1,17,17,190,207
0,2,5,10,0,2,3,17.38,18,88,17,31,73,104
0,2,5,11,0,2,2,18.32,19,-1,28,26,104,130
0,2,5,12,0,2,3,18.32,19,83,28,38,115,153
0,2,5,13,0,2,2,18.32,19,88,22,31,141,172
0,2,5,14,0,2,1,21.14,23,73,31,61,123,184
0,2,5,15,0,2,1,21.14,24,69,30,79,131,210
0,2,5,16,0,2,1,21.14,24,61,22,73,217,290
0,2,5,17,0,2,1,21.14,24,-1,28,83,521,604
0,2,5,18,0,2,1,20.2,23,69,20,54,426,480
0,2,5,19,0,2,1,20.2,23,69,17,51,298,349
0,2,5,20,0,2,1,19.26,20,83,28,30,253,283
0,2,5,21,0,2,1,17.38,18,88,17,23,151,174
0,2,5,22,0,2,2,17.38,18,88,19,12,86,98
0,2,5,23,0,2,2,17.38,18,88,17,7,49,56
0,2,5,0,0,3,2,17.38,18,88,15,8,15,23
0,2,5,1,0,3,2,17.38,18,88,17,3,9,12
0,2,5,2,0,3,3,16.44,17,94,15,1,5,6
0,2,5,3,0,3,3,16.44,17,94,20,6,3,9
0,2,5,4,0,3,3,16.44,17,94,20,1,2,3
0,2,5,5,0,3,1,16.44,17,100,15,0,9,9
0,2,5,6,0,3,1,16.44,17,100,9,2,99,101
0,2,5,7,0,3,1,17.38,18,-1,13,14,260,274
0,2,5,8,0,3,1,18.32,19,88,19,25,428,453
0,2,5,9,0,3,3,18.32,19,83,17,26,176,202
0,2,5,10,0,3,3,17.38,18,88,19,33,73,106
0,2,5,11,0,3,2,17.38,18,94,6,6,17,23
0,2,5,12,0,3,1,18.32,19,94,20,12,42,54
0,2,5,13,0,3,2,18.32,19,83,22,30,92,122
0,2,5,14,0,3,2,19.26,20,-1,19,44,94,138
0,2,5,15,0,3,1,20.2,22,78,17,34,133,167
0,2,5,16,0,3,1,20.2,23,73,13,53,241,294
0,2,5,17,0,3,1,20.2,23,69,9,78,487,565
0,2,5,18,0,3,1,20.2,23,73,15,58,431,489
0,2,5,19,0,3,3,18.32,19,-1,9,43,288,331
0,2,5,20,0,3,3,18.32,19,88,9,24,189,213
0,2,5,21,0,3,1,16.44,17,88,0,11,74,85
0,2,5,22,0,3,1,16.44,17,83,0,14,103,117
0,2,5,23,0,3,1,16.44,17,94,6,10,49,59
0,2,5,0,0,4,1,16.44,17,94,7,6,23,29
0,2,5,1,0,4,1,15.5,16,94,0,2,4,6
0,2,5,2,0,4,1,15.5,16,94,0,3,12,15
0,2,5,3,0,4,1,14.56,15,100,0,1,3,4
0,2,5,4,0,4,1,14.56,15,94,0,2,3,5
0,2,5,5,0,4,1,14.56,15,94,0,2,24,26
0,2,5,6,0,4,2,15.5,16,94,0,17,86,103
0,2,5,7,0,4,2,15.5,16,100,0,18,239,257
0,2,5,8,0,4,2,16.44,17,88,0,34,453,487
0,2,5,9,0,4,2,17.38,18,88,6,40,176,216
0,2,5,10,0,4,2,17.38,18,83,0,35,95,130
0,2,5,11,0,4,3,17.38,18,88,11,53,111,164
0,2,5,12,0,4,2,19.26,20,78,7,38,130,168
0,2,5,13,0,4,3,19.26,20,64,17,44,139,183
0,2,5,14,0,4,3,17.38,18,73,13,43,137,180
0,2,5,15,0,4,1,18.32,19,78,11,63,125,188
0,2,5,16,0,4,1,19.26,20,64,13,55,247,302
0,2,5,17,0,4,1,18.32,19,78,11,60,487,547
0,2,5,18,0,4,1,20.2,25,55,11,59,454,513
0,2,5,19,0,4,1,19.26,20,60,9,65,345,410
0,2,5,20,0,4,1,17.38,18,-1,19,46,236,282
0,2,5,21,0,4,1,17.38,18,77,19,29,180,209
0,2,5,22,0,4,3,15.5,16,82,20,11,68,79
0,2,5,23,0,4,1,14.56,15,94,0,9,63,72
0,2,5,0,0,5,1,13.62,14,94,6,15,33,48
0,2,5,1,0,5,1,13.62,14,100,0,8,17,25
0,2,5,2,0,5,1,12.68,13,-1,6,4,4,8
0,2,5,3,0,5,1,12.68,13,-1,0,1,4,5
0,2,5,4,0,5,1,12.68,13,-1,6,1,4,5
0,2,5,5,0,5,1,12.68,13,94,7,0,28,28
0,2,5,6,0,5,1,13.62,14,88,7,15,102,117
0,2,5,7,0,5,1,15.5,16,77,11,30,289,319
0,2,5,8,0,5,1,17.38,18,68,0,41,476,517
0,2,5,9,0,5,1,17.38,18,68,15,35,199,234
0,2,5,10,0,5,1,18.32,19,64,13,44,104,148
0,2,5,11,0,5,2,19.26,20,60,13,63,133,196
0,2,5,12,0,5,2,20.2,25,56,17,69,186,255
0,2,5,13,0,5,3,20.2,25,56,19,60,172,232
0,2,5,14,0,5,1,21.14,25,53,15,66,131,197
0,2,5,15,0,5,2,20.2,25,56,13,74,168,242
0,2,5,16,0,5,2,20.2,25,53,11,61,269,330
0,2,5,17,0,5,1,21.14,25,53,0,71,483,554
0,2,5,18,0,5,1,20.2,25,56,11,79,394,473
0,2,5,19,0,5,1,19.26,20,64,6,49,253,302
0,2,5,20,0,5,1,19.26,20,-1,7,40,180,220
0,2,5,21,0,5,1,18.32,19,64,7,40,155,195
0,2,5,22,0,5,1,17.38,18,-1,0,28,124,152
0,2,5,23,0,5,1,16.44,17,-1,11,15,100,115
0,2,5,0,0,6,1,16.44,17,77,7,20,78,98
0,2,5,1,0,6,1,16.44,17,72,0,8,64,72
0,2,5,2,0,6,1,16.44,17,-1,7,5,35,40
0,2,5,3,0,6,1,14.56,15,82,7,7,12,19
0,2,5,4,0,6,1,13.62,14,88,9,1,6,7
0,2,5,5,0,6,1,13.62,14,88,7,1,4,5
0,2,5,6,0,6,1,15.5,16,82,9,6,22,28
0,2,5,7,0,6,1,17.38,18,73,9,10,33,43
0,2,5,8,0,6,1,18.32,19,68,19,29,97,126
0,2,5,9,0,6,1,20.2,24,-1,15,60,165,225
0,2,5,10,0,6,1,21.14,24,61,7,122,201,323
0,2,5,11,0,6,1,22.08,25,53,9,173,245,418
0,2,5,12,0,6,1,23.02,25,50,0,222,271,493
0,2,5,13,0,6,1,24.9,26,45,0,191,271,462
0,2,5,14,0,6,1,25.84,27,42,0,187,269,456
0,2,5,15,0,6,1,25.84,27,-1,17,232,274,506
0,2,5,16,0,6,2,25.84,27,39,17,204,267,471
0,2,5,17,0,6,2,25.84,27,42,11,191,253,444
0,2,5,18,0,6,2,24.9,26,45,11,191,253,444
0,2,5,19,0,6,1,23.96,26,47,11,117,184,301
0,2,5,20,0,6,1,21.14,24,61,0,84,164,248
0,2,5,21,0,6,1,21.14,24,61,7,77,150,227
